"","Accession","Description","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","Peptides used for quantitation","Confidence score"
"334","AT3G10740.1","| Symbols: ASD1, ARAF1, ARAF, ATASD1 | alpha-L-arabinofuranosidase 1 | chr3:3361031-3364573 REVERSE LENGTH=678",4420.33333333333,81071,3503.25,18.3404720609305,0.792530729205942,0.00336856645226593,0.810296027161822,"1","105"
"335","AT1G15340.1","| Symbols: MBD10 | methyl-CPG-binding domain 10 | chr1:5275895-5277474 REVERSE LENGTH=384",113977.333333333,4778,1325,0.0419206157949534,0.011625118444603,0.990812718512232,0.990928886995893,"1","27"
"336","AT3G45300.1","| Symbols: IVD, ATIVD, IVDH | isovaleryl-CoA-dehydrogenase | chr3:16621659-16624848 REVERSE LENGTH=409",16138,190666.25,345020,11.814738505391,21.3793530796877,0.00727191841894978,0.000252867775209973,"1","53"
"337","AT1G08360.1","| Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216",256167.333333333,11058.75,16528.75,0.0431700242810038,0.0645232543311533,0.973111245057485,0.971914449815892,"1","19"
"338","AT3G63490.1","| Symbols:  | Ribosomal protein L1p/L10e family | chr3:23444269-23446020 FORWARD LENGTH=346",449046,65882.5,38456.75,0.146716594736397,0.0856410033715922,0.979627285545864,0.981855919178749,"1","45"
"339","AT1G65900.1","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 306 Blast hits to 306 prote",86691,21389.5,2023.25,0.246732648141099,0.0233386395358226,0.98085840432667,0.986608735252458,"1","42"
"340","AT4G23400.1","| Symbols: PIP1D, PIP1;5 | plasma membrane intrinsic protein 1;5 | chr4:12220792-12222155 FORWARD LENGTH=287",871535,189863.5,41071,0.21784954132651,0.0471249003195511,0.953336155259058,0.967064636128099,"1","15"
"341","AT1G72960.1","| Symbols:  | Root hair defective 3 GTP-binding protein (RHD3) | chr1:27446263-27450862 FORWARD LENGTH=795",98450.3333333333,2384.5,1877,0.0242203344495194,0.0190654509380364,0.952212168523017,0.95263770852665,"1","37"
"342","AT4G03240.1","| Symbols: ATFH, FH | frataxin homolog | chr4:1423685-1424758 REVERSE LENGTH=187",328.333333333333,39485,20429,120.258883248731,62.2203045685279,0.0248085221845354,0.00880850308938542,"1","28"
"343","AT1G43560.1","| Symbols: Aty2, ty2 | thioredoxin Y2 | chr1:16398359-16399828 REVERSE LENGTH=167",101613,27297.25,430259.5,0.268639347327606,4.23429580860717,0.916282687477695,0.000768852214763817,"1","29"
"344","AT2G27720.1","| Symbols:  | 60S acidic ribosomal protein family | chr2:11818696-11819370 FORWARD LENGTH=115",684,3362.75,43273.5,4.91630116959064,63.265350877193,0.00718835928309684,0.000882016969739855,"1","91"
"345","AT2G27720.2","| Symbols:  | 60S acidic ribosomal protein family | chr2:11818696-11819370 FORWARD LENGTH=115",684,3362.75,43273.5,4.91630116959064,63.265350877193,0.00718835928309684,0.000882016969739855,"1","91"
"346","AT1G13900.1","| Symbols:  | Purple acid phosphatases superfamily protein | chr1:4753494-4755554 REVERSE LENGTH=656",79966,14873.25,9039.75,0.185994672735913,0.113044919090614,0.990474856135292,0.990447009372909,"1","21"
"347","AT4G26690.1","| Symbols: SHV3, MRH5, GPDL2 | PLC-like phosphodiesterase family protein | chr4:13456793-13459890 REVERSE LENGTH=759",399144.666666667,81428,39264,0.204006233328935,0.0983703485954132,0.969507816404251,0.975204204687606,"1","33"
"348","AT3G25860.1","| Symbols: LTA2, PLE2 | 2-oxoacid dehydrogenases acyltransferase family protein | chr3:9460632-9462585 FORWARD LENGTH=480",283004.666666667,488.5,4157.5,0.00172611994619641,0.014690570473514,0.972960805626334,0.97230784953153,"1","34"
"349","AT5G65020.1","| Symbols: ANNAT2 | annexin 2 | chr5:25973915-25975554 FORWARD LENGTH=317",100760.666666667,1470,547.5,0.014589026141153,0.00543366789951105,0.946946367878601,0.947755040220387,"1","31"
"350","AT4G33740.1","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 138210 Blast hits to 73191 proteins in 2959 species: Archae - 732; Bacteria - 18006; Metazoa - 48521; Fungi - 16820; Plants - 7078; Vi",52425.3333333333,669.25,55.75,0.0127657748162466,0.00106341717744602,0.996392635540824,0.996464855203536,"1","69"
"351","AT1G08200.1","| Symbols: AXS2 | UDP-D-apiose/UDP-D-xylose synthase 2 | chr1:2574259-2576609 REVERSE LENGTH=389",484144,182921.25,86883,0.377824056479064,0.179456938431541,0.99963626073095,0.998303204300032,"1","45"
"352","AT3G23160.1","| Symbols:  | Protein of unknown function (DUF668) | chr3:8260059-8261654 REVERSE LENGTH=531",555.666666666667,279281,163555.5,502.605278944211,294.341031793641,0.000259447601419064,0.000325078443679406,"1","23"
"353","AT5G18170.1","| Symbols: GDH1 | glutamate dehydrogenase 1 | chr5:6006172-6008248 FORWARD LENGTH=411",535528,223728.25,80296.5,0.417771339687187,0.149938938766974,0.999333880449613,0.998512128067305,"1","30"
"354","AT3G09840.1","| Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809",427347,34948,16401.75,0.0817789758673865,0.0383804028108305,0.988311763861119,0.988460108763942,"1","51"
"355","AT1G35680.1","| Symbols:  | Ribosomal protein L21 | chr1:13208777-13210246 FORWARD LENGTH=220",741452.333333333,112449.5,79998,0.1516611317338,0.107893651963242,0.990326738687132,0.989742112542491,"1","49"
"356","AT2G36160.1","| Symbols:  | Ribosomal protein S11 family protein | chr2:15169925-15171159 FORWARD LENGTH=150",1011202.66666667,21957,29022.75,0.0217137481177529,0.0287012198016355,0.98362976205371,0.983425840937845,"1","45"
"357","AT3G17210.1","| Symbols: ATHS1, HS1 | heat stable protein 1 | chr3:5882318-5882896 FORWARD LENGTH=109",7551.33333333333,231766.25,53095.5,30.6920963185309,7.03127483005209,0.0107947598522385,0.00614551616927251,"1","33"
"358","AT5G05740.1","| Symbols: ATEGY2, EGY2 | ethylene-dependent gravitropism-deficient and yellow-green-like 2 | chr5:1724023-1726859 REVERSE LENGTH=556",176538,8632.25,3648.25,0.0488974045248049,0.0206655224370957,0.969028730789029,0.970488535637547,"1","25"
"359","AT3G51260.1","| Symbols: PAD1 | 20S proteasome  alpha subunit PAD1 | chr3:19031086-19032746 FORWARD LENGTH=250",171761.333333333,49368.75,33773.25,0.287426448327524,0.19662894636744,0.99683231521763,0.997368734455981,"1","23"
"360","AT5G25090.1","| Symbols: ENODL13, AtENODL13 | early nodulin-like protein 13 | chr5:8647117-8647755 REVERSE LENGTH=186",119073.333333333,31167,30616.75,0.261746262807234,0.257125160965232,0.999996600232007,0.999993485047097,"1","20"
"361","AT5G53480.1","| Symbols:  | ARM repeat superfamily protein | chr5:21714016-21716709 FORWARD LENGTH=870",53301,4649,828.25,0.0872216281120429,0.0155391080842761,0.95985224077457,0.964605093663016,"1","24"
"362","AT1G70310.1","| Symbols: SPDS2 | spermidine synthase 2 | chr1:26485497-26487352 REVERSE LENGTH=340",248354.666666667,54103.75,13199.25,0.217848735142216,0.0531467766527439,0.936641195609657,0.95353832653252,"1","84"
"363","AT1G62750.1","| Symbols: ATSCO1, ATSCO1/CPEF-G, SCO1 | Translation elongation factor EFG/EF2 protein | chr1:23233622-23236321 REVERSE LENGTH=783",333108,41683,8590.75,0.125133590307048,0.0257896838262666,0.967552643688165,0.972432185346478,"1","38"
"364","AT3G28940.1","| Symbols:  | AIG2-like (avirulence induced gene) family protein | chr3:10968324-10969311 REVERSE LENGTH=169",1746,6745,24578,3.8631156930126,14.0767468499427,0.0260173340164404,0.000150430361015764,"1","22"
"365","AT2G04690.1","| Symbols:  | Pyridoxamine 5'-phosphate oxidase family protein | chr2:1644628-1646179 FORWARD LENGTH=210",27702,182753.5,21593.75,6.59712295141145,0.779501480037542,0.00143019193705739,0.841517296059522,"1","54"
"366","AT1G28660.1","| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10071856-10073371 REVERSE LENGTH=383",19281.3333333333,1410.25,429.5,0.0731406887490492,0.0222754304681557,0.982533465501499,0.983553987640665,"1","24"
"367","AT3G16460.1","| Symbols:  | Mannose-binding lectin superfamily protein | chr3:5593029-5595522 FORWARD LENGTH=705",116258.333333333,48731.5,4393.5,0.419165651207799,0.0377908393663537,0.997112450588936,0.99650508415795,"1","18"
"368","AT1G78370.1","| Symbols: ATGSTU20, GSTU20 | glutathione S-transferase TAU 20 | chr1:29484428-29485204 REVERSE LENGTH=217",375015,87149.5,9176.75,0.232389371091823,0.0244703545191526,0.9907440918289,0.989865585309099,"1","23"
"369","AT4G35100.1","| Symbols: PIP3, PIP3A, PIP2;7, SIMIP | plasma membrane intrinsic protein 3 | chr4:16708672-16709958 FORWARD LENGTH=280",648602.333333333,51601,29419.25,0.0795572222733293,0.0453579157645131,0.961217435521754,0.963458982086465,"1","25"
"370","AT2G07560.1","| Symbols: AHA6, HA6 | H(+)-ATPase 6 | chr2:3170394-3173952 REVERSE LENGTH=949",97563.6666666667,2,10.5,2.04994345572635e-05,0.000107622031425633,0.990948423217589,0.990946913380611,"1","54"
"371","AT3G47470.1","| Symbols: LHCA4, CAB4 | light-harvesting chlorophyll-protein complex I subunit A4 | chr3:17493622-17494773 REVERSE LENGTH=251",485004,89981.25,78574.5,0.185526820397358,0.162007942202539,0.999098647685789,0.996906278735287,"1","52"
"372","AT5G55220.1","| Symbols:  | trigger factor type chaperone family protein | chr5:22397677-22400678 FORWARD LENGTH=547",295040.666666667,202872.75,37544.75,0.687609448189063,0.127252796789595,0.9429200106705,0.99544996807712,"1","39"
"373","AT4G05180.1","| Symbols: PSBQ, PSBQ-2, PSII-Q | photosystem II subunit Q-2 | chr4:2672093-2673170 REVERSE LENGTH=230",417314,44368.5,28189.25,0.106319222455992,0.0675492554766914,0.999407919428198,0.998096909820486,"1","59"
"374","AT2G43030.1","| Symbols:  | Ribosomal protein L3 family protein | chr2:17894898-17895713 FORWARD LENGTH=271",461008.333333333,40328,77101.5,0.0874778113193905,0.167245349867139,0.998729003458704,0.999542685143087,"1","44"
"375","AT1G15820.1","| Symbols: LHCB6, CP24 | light harvesting complex photosystem II subunit 6 | chr1:5446685-5447676 REVERSE LENGTH=258",675680.666666667,76334,26937.25,0.11297348550252,0.039866835516975,0.991028265100476,0.991510596307795,"1","95"
"376","AT4G25630.1","| Symbols: FIB2, ATFIB2 | fibrillarin 2 | chr4:13074239-13076205 FORWARD LENGTH=320",106301,1987.5,817.75,0.0186969078371793,0.00769277805476901,0.927239373933243,0.928509526101791,"1","30"
"377","AT5G11150.1","| Symbols: ATVAMP713, VAMP713 | vesicle-associated membrane protein 713 | chr5:3546625-3547844 REVERSE LENGTH=221",28.6666666666667,201.75,5519.5,7.03779069767442,192.540697674419,0.00669177696650848,0.000137300287303877,"1","23"
"378","AT1G35620.1","| Symbols: ATPDIL5-2, ATPDI8, PDI8, PDIL5-2 | PDI-like 5-2 | chr1:13156504-13158280 FORWARD LENGTH=440",41209,780.75,203.5,0.0189461040064064,0.00493824164624233,0.946328654245354,0.947597022755291,"1","18"
"379","AT3G09680.1","| Symbols:  | Ribosomal protein S12/S23 family protein | chr3:2969197-2970291 REVERSE LENGTH=142",331225,16798.25,6909,0.0507155257000528,0.0208589327496415,0.957904699455955,0.960075938577468,"1","29"
"380","AT4G20840.1","| Symbols:  | FAD-binding Berberine family protein | chr4:11157916-11159535 FORWARD LENGTH=539",5606.33333333333,89197,7688,15.9100422141626,1.3713062607765,0.00272590691396713,0.234421098322066,"1","41"
"381","AT4G18480.1","| Symbols: CHLI1, CH42, CH-42, CHL11, CHLI-1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr4:10201897-10203361 REVERSE LENGTH=424",20532,1224,287.25,0.059614260666277,0.0139903565166569,0.945818885261094,0.949959304771765,"1","26"
"382","AT5G02870.1","| Symbols:  | Ribosomal protein L4/L1 family | chr5:657830-659526 FORWARD LENGTH=407",245492,10637.75,17952.5,0.0433323692829094,0.0731286559236146,0.983231996895133,0.982321926331227,"1","60"
"383","AT1G45201.1","| Symbols: ATTLL1, TLL1 | triacylglycerol lipase-like 1 | chr1:17123889-17128462 FORWARD LENGTH=479",806829.666666667,30168,8552.5,0.0373907916953971,0.010600130800016,0.942760246399413,0.945322790609592,"1","50"
"384","AT2G37130.1","| Symbols:  | Peroxidase superfamily protein | chr2:15598225-15600004 REVERSE LENGTH=327",92836.6666666667,98454.25,13935.5,1.06051039459983,0.150107716060465,0.384777167713209,0.993187906685294,"1","80"
"385","AT4G17520.1","| Symbols:  | Hyaluronan / mRNA binding family | chr4:9771496-9773313 FORWARD LENGTH=360",34364,530.5,185.25,0.0154376673262717,0.00539081597020137,0.985326504209212,0.985566894403662,"1","40"
"386","AT2G19070.1","| Symbols: SHT | spermidine hydroxycinnamoyl transferase | chr2:8260185-8261958 REVERSE LENGTH=451",116417.333333333,18727.25,10976.5,0.160863073081901,0.0942857879124529,0.95563139762375,0.961073345802698,"1","17"
"387","AT3G55260.1","| Symbols: HEXO1, ATHEX2 | beta-hexosaminidase 1 | chr3:20489317-20492858 FORWARD LENGTH=541",171497,54561.5,4684.75,0.318148422421383,0.0273168043755867,0.988653726079688,0.988290888647861,"1","50"
"388","AT4G38710.1","| Symbols:  | glycine-rich protein | chr4:18078141-18080002 REVERSE LENGTH=452",42648.3333333333,640.5,6.5,0.0150181718707257,0.000152409238344601,0.979828703650628,0.980334060352244,"1","16"
"389","ATCG00350.1","| Symbols: PSAA | Photosystem I, PsaA/PsaB protein | chrC:39605-41857 REVERSE LENGTH=750",103628.666666667,277263.75,212957.25,2.67555068417362,2.05500328094543,0.00339869889612404,0.000953036049414305,"1","20"
"390","AT5G47930.1","| Symbols:  | Zinc-binding ribosomal protein family protein | chr5:19406423-19407329 REVERSE LENGTH=84",255431.333333333,4213,1826.75,0.0164936695315375,0.00715162848723858,0.933294586115681,0.934309489742518,"1","28"
"391","AT3G08510.1","| Symbols: ATPLC2, PLC2 | phospholipase C 2 | chr3:2582626-2585556 REVERSE LENGTH=581",152058.333333333,9503,2381,0.0624957527264756,0.0156584644051077,0.962515444550717,0.965595624613673,"1","30"
"392","AT4G24280.1","| Symbols: cpHsc70-1 | chloroplast heat shock protein 70-1 | chr4:12590094-12593437 FORWARD LENGTH=718",26617,4593.25,82810.75,0.172568283427884,3.11119773077357,0.978590206125323,0.00236109205761719,"1","128"
"393","AT2G42530.1","| Symbols: COR15B | cold regulated 15b | chr2:17709191-17709873 REVERSE LENGTH=141",1442.33333333333,110562,85908,76.6549572452045,59.56182112318,0.0134959932522141,0.000795816873767781,"1","33"
"394","AT2G39010.1","| Symbols: PIP2E, PIP2;6 | plasma membrane intrinsic protein 2E | chr2:16291564-16293746 FORWARD LENGTH=289",382832.666666667,15415.5,18658.75,0.0402669399511362,0.0487386569240869,0.963848185956962,0.963368232310994,"1","78"
"395","AT5G08670.1","| Symbols:  | ATP synthase alpha/beta family protein | chr5:2818395-2821149 REVERSE LENGTH=556",773864.333333333,74343.75,14497.5,0.0960681954158201,0.0187339038324116,0.966029950969093,0.970017171459246,"1","44"
"396","AT5G02240.1","| Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr5:451502-452984 FORWARD LENGTH=253",101171.666666667,37026.5,3415.75,0.365976969836746,0.0337619228044742,0.994665260256747,0.993873031971589,"1","31"
"397","AT3G27330.1","| Symbols:  | zinc finger (C3HC4-type RING finger) family protein | chr3:10116950-10120516 REVERSE LENGTH=913",26569.3333333333,19272.5,239040.5,0.725366337130526,8.9968572790686,0.856764249073961,0.0111394255371278,"1","15"
"398","AT1G10630.1","| Symbols: ATARFA1F, ARFA1F | ADP-ribosylation factor A1F | chr1:3513189-3514230 REVERSE LENGTH=181",221741,23905.75,6610,0.107809336117362,0.0298095525861253,0.968469218050693,0.972817794974276,"1","27"
"399","AT1G50700.1","| Symbols: CPK33 | calcium-dependent protein kinase 33 | chr1:18782214-18784385 FORWARD LENGTH=521",978.666666666667,4545.75,26130,4.64483991825613,26.699591280654,0.000332051823642358,0.0182357026635217,"1","52"
"400","AT4G31140.1","| Symbols:  | O-Glycosyl hydrolases family 17 protein | chr4:15141581-15143188 FORWARD LENGTH=484",52893.6666666667,21423.5,889.25,0.405029587663299,0.0168120316862132,0.981493684320667,0.999442555674097,"1","25"
"401","AT2G05710.1","| Symbols: ACO3 | aconitase 3 | chr2:2141591-2146350 FORWARD LENGTH=990",52540.3333333333,27323,6637.5,0.520038573540328,0.126331516739521,0.980782087108133,0.995129621494835,"1","29"
"402","AT1G77510.1","| Symbols: ATPDIL1-2, PDI6, ATPDI6, PDIL1-2 | PDI-like 1-2 | chr1:29126742-29129433 FORWARD LENGTH=508",634149.666666667,132751.25,60126.75,0.209337411935878,0.0948147624456687,0.982325156885582,0.983828401685795,"1","94"
"403","AT1G09750.1","| Symbols:  | Eukaryotic aspartyl protease family protein | chr1:3157541-3158960 FORWARD LENGTH=449",838140,347700.75,69210.5,0.414848056410624,0.0825762999021643,0.993787382910798,0.993256538830186,"1","21"
"404","AT4G14040.1","| Symbols: EDA38, SBP2 | selenium-binding protein 2 | chr4:8100691-8102828 REVERSE LENGTH=487",149711.666666667,24384.25,3843.5,0.162874748126955,0.0256726819330491,0.972296438322773,0.977546879061073,"1","24"
"405","AT4G12320.1","| Symbols: CYP706A6 | cytochrome P450, family 706, subfamily A, polypeptide 6 | chr4:7314939-7316647 REVERSE LENGTH=518",155846.666666667,3317.5,1203.75,0.0212869487102708,0.00772393805877572,0.945099101175858,0.946325742769638,"1","30"
"406","AT2G16940.1","| Symbols:  | Splicing factor, CC1-like | chr2:7342869-7347052 REVERSE LENGTH=561",19.6666666666667,49908,22050.5,2537.69491525424,1121.21186440678,0.0491266619584387,0.02731886900483,"1","77"
"407","AT1G29470.1","| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr1:10310424-10313369 REVERSE LENGTH=770",161390.333333333,17904.5,49354,0.110939110355639,0.305805180401139,0.988635284184079,0.983371468337785,"1","21"
"408","AT5G13850.1","| Symbols: NACA3 | nascent polypeptide-associated complex subunit alpha-like protein 3 | chr5:4471361-4472676 FORWARD LENGTH=204",688512,114508.75,25821,0.166313368539691,0.0375026143335192,0.991152847256647,0.992209597271394,"1","172"
"409","AT3G11770.1","| Symbols:  | Polynucleotidyl transferase, ribonuclease H-like superfamily protein | chr3:3721490-3722092 REVERSE LENGTH=200",266456.333333333,9244.75,5087,0.0346951783219014,0.0190913082693975,0.986693754111284,0.986708403611435,"1","29"
"410","AT2G36880.1","| Symbols: MAT3 | methionine adenosyltransferase 3 | chr2:15479721-15480893 REVERSE LENGTH=390",147770.666666667,15989.5,38833.75,0.108204830909157,0.262797420326993,0.963404202715017,0.948926887827481,"1","18"
"411","AT3G24170.1","| Symbols: ATGR1, GR1 | glutathione-disulfide reductase | chr3:8729762-8734115 REVERSE LENGTH=499",152366.666666667,74140.5,14072.25,0.486592649310873,0.0923577991686721,0.993403524990191,0.998181265052203,"1","64"
"412","AT4G34200.1","| Symbols: EDA9 | D-3-phosphoglycerate dehydrogenase | chr4:16374041-16376561 REVERSE LENGTH=603",65574,7558,5257,0.115259096593162,0.0801689694086071,0.958489472115298,0.961079205752116,"1","35"
"413","AT5G49650.1","| Symbols: XK-2, XK2 | xylulose kinase-2 | chr5:20152898-20155574 FORWARD LENGTH=558",171541.666666667,32449,3623.75,0.189161039591936,0.0211246052951178,0.981317731283144,0.981027666219364,"1","20"
"414","AT1G53750.1","| Symbols: RPT1A | regulatory particle triple-A 1A | chr1:20065921-20068324 REVERSE LENGTH=426",74631.6666666667,1220.5,3035.75,0.0163536479153174,0.0406764331494674,0.953801875143591,0.951817364555179,"1","18"
"415","AT1G24020.1","| Symbols: MLP423 | MLP-like protein 423 | chr1:8500653-8501458 REVERSE LENGTH=155",120927.333333333,12224.25,6128.25,0.101087567740406,0.0506771284132068,0.959986832098358,0.963151190952427,"1","21"
"416","AT4G31700.1","| Symbols: RPS6, RPS6A | ribosomal protein S6 | chr4:15346306-15347714 REVERSE LENGTH=250",1793092,92329.25,64219.25,0.0514916412543249,0.0358148103945587,0.949840800413018,0.951165874917437,"1","65"
"417","ATCG00540.1","| Symbols: PETA | photosynthetic electron transfer A | chrC:61657-62619 FORWARD LENGTH=320",194742.666666667,72902.25,16815.75,0.374351708579527,0.0863485659708196,0.997484274028531,0.996478551559455,"1","48"
"418","AT1G12310.1","| Symbols:  | Calcium-binding EF-hand family protein | chr1:4187500-4187946 REVERSE LENGTH=148",19521.3333333333,1051.5,72928,0.0538641486237279,3.73581039546479,0.916868008128051,0.00449253813140573,"1","181"
"419","AT1G18170.1","| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr1:6254291-6255507 FORWARD LENGTH=247",4470.33333333333,3531,68981.25,0.78987398404295,15.4308962791738,0.673468336338577,0.00349216922861901,"1","37"
"420","AT1G72160.1","| Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:27153823-27155609 REVERSE LENGTH=490",207100,29339,23131.25,0.141665861902463,0.111691211974891,0.942844322505583,0.946108719873376,"1","51"
"421","ATCG00500.1","| Symbols: ACCD | acetyl-CoA carboxylase carboxyl transferase subunit beta | chrC:57075-58541 FORWARD LENGTH=488",130592,11872.5,2422.5,0.0909129196275423,0.018550140896839,0.941300378415649,0.948263714123545,"1","65"
"422","AT2G20450.1","| Symbols:  | Ribosomal protein L14 | chr2:8813923-8815071 FORWARD LENGTH=134",584519,64689,29841.25,0.11067048290988,0.0510526603925621,0.942488263321234,0.948485129937213,"1","22"
"423","AT3G57240.1","| Symbols: BG3 | beta-1,3-glucanase 3 | chr3:21181916-21183045 REVERSE LENGTH=341",20982,17607.75,746.75,0.839183585930798,0.0355900295491374,0.649460330241872,0.978050668942535,"1","34"
"424","AT1G35160.1","| Symbols: GRF4, 14-3-3PHI, GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267",764433,218836.75,106785.75,0.286273290137919,0.139692752667663,0.996039650336454,0.993793625008597,"1","341"
"425","AT3G14390.1","| Symbols:  | Pyridoxal-dependent decarboxylase family protein | chr3:4806771-4808954 FORWARD LENGTH=484",124061,7905.75,3446,0.0637246999459943,0.0277766582568253,0.964186909963025,0.966059621691207,"1","20"
"426","AT5G56000.1","| Symbols: Hsp81.4, AtHsp90.4 | HEAT SHOCK PROTEIN 81.4 | chr5:22677602-22680067 REVERSE LENGTH=699",373715.666666667,95599.75,43817,0.255808783326361,0.117246890907258,0.987270943418853,0.988113538193538,"1","168"
"427","AT5G52640.1","| Symbols: Hsp81.4, AtHsp90.4 | HEAT SHOCK PROTEIN 81.4 | chr5:22677602-22680067 REVERSE LENGTH=699",373715.666666667,95599.75,43817,0.255808783326361,0.117246890907258,0.987270943418853,0.988113538193538,"1","168"
"428","AT1G16880.1","| Symbols:  | uridylyltransferase-related | chr1:5773796-5776125 FORWARD LENGTH=290",17346,17353.5,185118.75,1.00043237634037,10.6721290211,0.499519814233938,0.00140124745837194,"1","57"
"429","AT4G33680.1","| Symbols: AGD2 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr4:16171847-16174630 REVERSE LENGTH=461",324833.666666667,110613.25,23950.25,0.34052273933018,0.0737308119745388,0.993643427258571,0.992094821080498,"1","18"
"430","AT3G52380.1","| Symbols: CP33, PDE322 | chloroplast RNA-binding protein 33 | chr3:19421619-19422855 FORWARD LENGTH=329",523401.333333333,297203.25,59289.75,0.567830517563323,0.1132777970251,0.945602565102572,0.985263291381028,"1","25"
"431","AT5G13450.1","| Symbols: ATP5 | delta subunit of Mt ATP synthase | chr5:4310558-4311941 REVERSE LENGTH=238",95100.6666666667,3110,1752.5,0.0327021892591009,0.0184278413751043,0.934605254593723,0.936132750087066,"1","17"
"432","AT5G26360.1","| Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:9255561-9258891 REVERSE LENGTH=555",78750,5606.5,4020.75,0.0711936507936508,0.0510571428571429,0.951165496656106,0.953028960079038,"1","16"
"433","AT3G18190.1","| Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:6232226-6233836 FORWARD LENGTH=536",96345.6666666667,2147.25,1651.25,0.0222869390424063,0.017138809218197,0.935548049027439,0.936076101352301,"1","33"
"434","AT3G14840.2","| Symbols:  | Leucine-rich repeat transmembrane protein kinase | chr3:4988271-4993891 FORWARD LENGTH=1020",28821,2398,457.5,0.0832032198743971,0.0158738419902155,0.934319209265573,0.941435155771401,"1","23"
"435","AT2G47910.1","| Symbols: CRR6 | chlororespiratory reduction 6 | chr2:19614741-19615559 FORWARD LENGTH=246",5633.33333333333,38941.75,1540,6.91273668639053,0.273372781065089,0.0203783708458638,0.997092769675243,"1","21"
"436","AT3G25220.1","| Symbols: FKBP15-1 | FK506-binding protein 15 kD-1 | chr3:9182691-9184463 FORWARD LENGTH=153",22939.6666666667,157873,174709.25,6.88209651404409,7.61603263633589,0.00615179318745192,0.0022267028147786,"1","55"
"437","AT3G20820.1","| Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:7280930-7282027 FORWARD LENGTH=365",199199,6160.25,1405.25,0.0309251050457081,0.00705450328565906,0.954038125301926,0.955873323485225,"1","24"
"438","AT1G74100.1","| Symbols: SOT16, ATSOT16, CORI-7, ATST5A | sulfotransferase 16 | chr1:27864489-27865505 REVERSE LENGTH=338",135972,38969.75,80845.75,0.286601285558791,0.594576456917601,0.965891524483929,0.912246824593418,"1","29"
"439","AT1G50250.1","| Symbols: FTSH1 | FTSH protease 1 | chr1:18614398-18616930 REVERSE LENGTH=716",3279,3849.75,33738,1.17406221408966,10.2891125343092,0.352284706516442,0.000416521091437063,"1","27"
"440","AT2G42740.1","| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182",715207,55508.75,10620.75,0.0776121458542772,0.014849896603361,0.955858336709657,0.960240607986005,"1","50"
"441","AT3G62750.1","| Symbols: BGLU8 | beta glucosidase 8 | chr3:23214375-23216900 FORWARD LENGTH=497",100543.666666667,84190.5,3620.5,0.837352593069015,0.0360092298205423,0.634335618207477,0.982392320231156,"1","38"
"442","AT2G33530.1","| Symbols: scpl46 | serine carboxypeptidase-like 46 | chr2:14197866-14200536 REVERSE LENGTH=465",178.666666666667,10044.75,23810.5,56.2206156716418,133.267723880597,0.0370703454965969,0.000719349436360716,"1","18"
"443","ATCG00800.1","| Symbols:  | structural constituent of ribosome | chrC:82826-83482 REVERSE LENGTH=218",83950.6666666667,3114,1065,0.0370932134745803,0.0126860219493989,0.930538861125052,0.933253187233848,"1","24"
"444","AT4G25810.1","| Symbols: XTR6, XTH23 | xyloglucan endotransglycosylase 6 | chr4:13128694-13129715 FORWARD LENGTH=286",762096,247350,367095.75,0.32456540908232,0.481692267115954,0.976277903459277,0.957808059227013,"1","25"
"445","AT1G17220.1","| Symbols: FUG1 | Translation initiation factor 2, small GTP-binding protein | chr1:5885383-5890165 FORWARD LENGTH=1026",16755.6666666667,608.5,19,0.0363160721745877,0.00113394473511449,0.998615150806789,0.998357715121182,"1","59"
"446","AT4G13360.1","| Symbols:  | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | chr4:7775133-7777701 FORWARD LENGTH=421",228784.333333333,48679.75,15959.25,0.212775714537563,0.0697567432501934,0.998901033451172,0.995483652851065,"1","27"
