"Accession","Peptides used for quantitation","mean_mock","mean_vir","mean_avr","FC_vir","FC_avr","ttest_mock_vir","ttest_mock_avr","proteome_1_ID","Short_description","Curator_summary","gene_name"
"AT2G41740.1",1,144676,28798.75,38744,0.199056858082889,0.267798390887224,0.99018287914872,0.982236104383061,439,"villin 2","Encodes a protein with high homology to animal villin.","villin 2 (VLN2)"
"AT1G16470.1",1,2012.66666666667,2010.25,15724.5,0.998799271281881,7.81276912885061,0.500944175557319,0.00190035234376421,440,"proteasome subunit PAB1","Encodes 20S proteasome subunit PAB1 (PAB1).","proteasome subunit PAB1 (PAB1)"
"AT2G45820.1",1,150615.333333333,30921.25,12690,0.205299482567069,0.0842543698516751,0.960775920059342,0.970900485174635,441,"Remorin family protein","","Remorin family protein"
"AT3G54050.1",1,179004,62891,13418.75,0.351338517575026,0.0749634086389131,0.959549183229678,0.972737320084174,442,"high cyclic electron flow 1","Encodes HCEF1 (High Cyclic Electron Flow 1).  Mutant phenotype: constitutively elevated electron flow (CEFI).","high cyclic electron flow 1 (HCEF1)"
"AT4G34450.1",1,89766.3333333333,6166.5,22745.5,0.0686950192908254,0.253385641981589,0.931133868022435,0.903239380238743,443,"coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative","","coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative"
"AT2G20230.1",1,63108.3333333333,688.25,0,0.0109058497293015,0,0.981456844997225,0.981720160831709,444,"Tetraspanin family protein","","Tetraspanin family protein"
"AT4G26840.1",1,37453.6666666667,58797.5,17874.25,1.56987299863832,0.477236318651489,0.0682122916550418,0.99674763476739,445,"small ubiquitin-like modifier 1","Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets.","small ubiquitin-like modifier 1 (SUMO1)"
"AT3G22200.1",1,46945.3333333333,18532.25,4052,0.394762347695192,0.0863131585674117,0.936603670705314,0.964724117530469,446,"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","Genetically redundant with POP3;mediates pollen tube guidance. Double mutants are self sterile; gamma-aminobutyrate transaminase subunit precursor; nuclear gene for mitochondrial product. Encodes gamma-aminobutyrate transaminase that uses pyruvate instead of alpha-ketoglutarate as cosubstrate. Mutations in POP2/HER1 render roots resistant to the inhibitory growth effects of the volatile organic compound E-2-hexenal implicated in plant defense.","POLLEN-PISTIL INCOMPATIBILITY 2 (POP2)"
"AT4G39080.1",1,46368.3333333333,15498,9350.5,0.334236727651774,0.201657021674275,0.914759712711295,0.935857705550818,447,"vacuolar proton ATPase A3","Vacuolar proton ATPase subunit VHA-a isoform 3. Localized in the tonoplast.","vacuolar proton ATPase A3 (VHA-A3)"
"AT4G21860.1",1,116053.666666667,631249.25,200140.75,5.43928742736837,1.72455343935708,0.0331080357170645,0.000735002284721275,448,"methionine sulfoxide reductase B 2","","methionine sulfoxide reductase B 2 (MSRB2)"
"AT4G17170.1",1,75151.3333333333,18348.5,5990.25,0.24415401811456,0.0797091646189467,0.958325996290049,0.966774743928927,449,"RAB GTPase homolog B1C","member of RAB gene family","RAB GTPase homolog B1C (RABB1C)"
"AT3G19190.1",1,1103.33333333333,128588.75,6168.5,116.545694864048,5.59078549848943,0.00718007375819368,0.00175434235975514,450,"autophagy 2","Encodes autophagy-related 2 (ATG2).","AUTOPHAGY 2 (ATG2)"
"AT1G77090.1",1,16544,56305.75,19279.25,3.40339397969052,1.16533184235977,0.0139940858084197,0.250967437230384,451,"Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein"
"AT3G24503.1",1,6030.33333333333,1816.75,21696,0.301268586590017,3.59781106627605,0.989287962801032,0.00139101004240246,452,"aldehyde dehydrogenase 2C4","Arabidopsis thaliana aldehyde dehydrogenase AtALDH1a mRNA. a sinapaldehyde dehydrogenase  catalyzes both the oxidation of coniferylaldehyde and sinapaldehyde forming ferulic acid and sinapic acid, respectively","aldehyde dehydrogenase 2C4 (ALDH2C4)"
"AT3G26720.1",1,8868.66666666667,18303.75,1076.25,2.06386717281816,0.121354205818236,0.05178162594519,0.91744641120624,453,"Glycosyl hydrolase family 38 protein","","Glycosyl hydrolase family 38 protein"
"AT4G36250.1",1,21425.6666666667,291.75,619.75,0.0136168458391026,0.0289255876907759,0.910758913425452,0.908662311928534,454,"aldehyde dehydrogenase 3F1","Encodes a putative aldehyde dehydrogenase. The gene is not responsive to osmotic stress and is expressed constitutively at a low level in plantlets and root cultures.","aldehyde dehydrogenase 3F1 (ALDH3F1)"
"AT3G11630.1",1,4046,67288.5,216774.5,16.6308699950568,53.5774839347504,0.0313339896973242,0.0024517424836016,455,"Thioredoxin superfamily protein","Encodes a 2-Cys peroxiredoxin (2-Cys PrxA) that contains two catalytic Cys residues.","Thioredoxin superfamily protein"
"AT2G35840.1",1,13997.3333333333,11480.25,932.75,0.820174080777291,0.0666376928938845,0.628550835944808,0.915836374763807,456,"Sucrose-6F-phosphate phosphohydrolase family protein","","Sucrose-6F-phosphate phosphohydrolase family protein"
"AT4G27270.1",1,81055.3333333333,12961,2088,0.159903111454726,0.0257601802883627,0.967592658891858,0.969051905742986,457,"Quinone reductase family protein","","Quinone reductase family protein"
"AT3G04790.1",1,56541.3333333333,74927.25,144677,1.32517656699524,2.55878295524218,0.161615222634525,0.00880436711516522,458,"Ribose 5-phosphate isomerase, type A protein","","Ribose 5-phosphate isomerase, type A protein"
"AT5G02490.1",1,92.6666666666667,1636.75,7723.5,17.6627697841727,83.3471223021583,0.0078667436392386,0.00627095089982986,459,"Heat shock protein 70 (Hsp 70) family protein","","Heat shock protein 70 (Hsp 70) family protein"
"AT2G30110.1",1,32829.3333333333,8872.25,8740,0.270253736495817,0.266225326943384,0.973221612420893,0.966513075776937,460,"ubiquitin-activating enzyme 1","Encodes a ubiquitin-activating enzyme (E1), involved in the first step in conjugating multiple ubiquitins to proteins targeted for degradation. Gene is expressed in most tissues examined. Mutant is able to revert the constitutive defense responses phenotype of snc1, which indicates the gene is involved in defense response. It also indicates that ubiquitination plays a role in plant defense signalling.","ubiquitin-activating enzyme 1 (UBA1)"
"AT4G11150.1",1,7636,1980.5,15784,0.259363541121006,2.06705081194343,0.884197217358583,0.0581825657615321,461,"vacuolar ATP synthase subunit E1","Encodes a vacuolar H+-ATPase subunit E isoform 1 which is required for Golgi organization and vacuole function in embryogenesis.","vacuolar ATP synthase subunit E1 (TUF)"
"AT5G45680.1",1,439592.333333333,382923.25,143598.25,0.87108718911537,0.326662316676739,0.717588096052914,0.994924425558884,462,"FK506-binding protein 13","Peptidyl-Prolyl Isomerase located in chloroplast thylakoid lumen","FK506-binding protein 13 (FKBP13)"
"AT1G08110.1",1,229964,185136,72839.25,0.805065140630707,0.316741968308083,0.825800086927321,0.994597623397259,463,"lactoylglutathione lyase family protein / glyoxalase I family protein","","lactoylglutathione lyase family protein / glyoxalase I family protein"
"AT3G11710.1",1,76098,15421.5,8825.25,0.202653157770244,0.115972167468265,0.921547503484973,0.932335711947008,464,"lysyl-tRNA synthetase 1","","lysyl-tRNA synthetase 1 (ATKRS-1)"
"AT5G41670.1",1,62675.3333333333,11102.5,8146.25,0.177143054683927,0.129975375745907,0.960488430253023,0.960008737680629,465,"6-phosphogluconate dehydrogenase family protein","","6-phosphogluconate dehydrogenase family protein"
"AT1G08490.1",1,8236,13017.5,1585.75,1.58056095191841,0.19253885381253,0.17761713080362,0.960244755374422,466,"chloroplastic NIFS-like cysteine desulfurase","Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.","chloroplastic NIFS-like cysteine desulfurase (CPNIFS)"
"AT5G26667.1",1,4974.66666666667,46806,15517.25,9.40887161618869,3.11925422138837,0.0610325261340276,0.00440252450028573,467,"P-loop containing nucleoside triphosphate hydrolases superfamily protein","encodes a uridine 5'-monophosphate (UMP)/cytidine 5'-monophosphate (CMP) kinase.","PYR6"
"AT3G10920.1",1,35300.6666666667,69086.25,109645.75,1.95708060282148,3.10605323789919,0.0212083620912688,0.00118041662603435,468,"manganese superoxide dismutase 1","manganese superoxide dismutase (MSD1)","manganese superoxide dismutase 1 (MSD1)"
"AT4G33090.1",1,67205.3333333333,50004.25,9583,0.744051811364178,0.142592849773827,0.749372000638372,0.965816816457476,469,"aminopeptidase M1","encodes an aminopeptidase, a ortholog of mouse microsomal AP (EC 3.4.11.2).","aminopeptidase M1 (APM1)"
"AT4G13930.1",1,126486,18197.75,20834.25,0.143871653779865,0.164715857881505,0.913070609426443,0.909845366311569,470,"serine hydroxymethyltransferase 4","Encodes a serine hydroxymethyltransferase maximally expressed in root","serine hydroxymethyltransferase 4 (SHM4)"
"AT3G46550.1",1,4359.33333333333,15812.75,2277,3.62733216088087,0.522327573023398,0.0318719905304898,0.888489068668474,471,"Fasciclin-like arabinogalactan family protein","Isolated in a screen for salt hypersensitive mutants. Mutants have thinner cell walls, abnormal siliques and root growth is inhibited under salt stress. The gene has similarity to arabinogalactan proteins and domains associated with cell adhesion.","salt overly sensitive 5 (SOS5)"
"AT5G39730.1",1,6852,47053.5,10153.5,6.86711908931699,1.48183012259194,0.00160669954329689,0.222372921961049,472,"AIG2-like (avirulence induced gene) family protein","","AIG2-like (avirulence induced gene) family protein"
"AT1G17170.1",1,441430,175637.5,55839.25,0.397883016559817,0.126496273474843,0.9869984836204,0.990613911235176,473,"glutathione S-transferase TAU 24","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","glutathione S-transferase TAU 24 (GSTU24)"
"AT2G41100.1",1,26503,15819.75,133468,0.596904124061427,5.03595819341207,0.762494191136101,0.000928822074788775,474,"Calcium-binding EF hand family protein","encodes a calmodulin-like protein, with six potential calcium binding domains. Calcium binding shown by Ca(2+)-specific shift in electrophoretic mobility. Expression induced by touch and darkness. Expression may also be developmentally controlled. Expression in growing regions of roots, vascular tissue, root/shoot junctions, trichomes, branch points of the shoot, and regions of siliques and flowers.","TOUCH 3 (TCH3)"
"AT1G29150.1",1,107013,21259.5,47835.5,0.198662779288498,0.447006438470092,0.937705300517021,0.890077284199964,475,"non-ATPase subunit 9","specifically interacts with FUS6/COP11 via the C-terminal domain of FUS6/COP11 and associates with an ATPase subunit of the 19S proteasome regulatory complex, AtS6A.","non-ATPase subunit 9 (ATS9)"
"AT3G26450.1",1,11744,9217,27679.25,0.784826294277929,2.35688436648501,0.715736422935499,0.0130190973148414,476,"Polyketide cyclase/dehydrase and lipid transport superfamily protein","","Polyketide cyclase/dehydrase and lipid transport superfamily protein"
"AT3G54660.1",1,130778.666666667,42396,6887.25,0.324181313975776,0.0526634058562049,0.951485264294826,0.96840542835782,477,"glutathione reductase","Encodes glutathione reductase that is most likely localized in the chloroplast.","glutathione reductase (GR)"
"AT1G02500.1",1,62030,9549.25,6633.25,0.153945671449299,0.106936159922618,0.92083885328467,0.926984640407553,478,"S-adenosylmethionine synthetase 1","encodes a S-adenosylmethionine synthetase. SAM1 is regulated by protein S-nitrosylation. The covalent binding of nitric oxide (NO) to the Cys114 residue inhibits the enzyme activity.","S-adenosylmethionine synthetase 1 (SAM1)"
"AT2G41680.1",1,86329.6666666667,42794.25,29391,0.495707346644066,0.340450752734672,0.973685148452063,0.980188640273768,479,"NADPH-dependent thioredoxin reductase C","Encodes a NADPH thioredoxin reductase involved in chloroplast protection against oxidative damage.","NADPH-dependent thioredoxin reductase C (NTRC)"
"AT5G06860.1",1,3339.33333333333,10404,2392.75,3.11559193451787,0.716535236574167,0.010792296685126,0.832304831439657,480,"polygalacturonase inhibiting protein 1","Encodes a polygalacturonase inhibiting protein involved in defense response. PGIPs inhibit the function of cell wall pectin degrading enzymes such as those produced by fungal pathogens. PGIP1 is induced by fungal infection.","polygalacturonase inhibiting protein 1 (PGIP1)"
"AT2G38230.1",1,3417,25473.5,25921.5,7.45493122622183,7.58604038630378,0.0222771751091843,0.0120695512002536,481,"pyridoxine biosynthesis 1.1","Encodes a protein predicted to function in tandem with PDX2 to form glutamine amidotransferase complex with involved in vitamin B6 biosynthesis.","pyridoxine biosynthesis 1.1 (PDX1.1)"
"AT2G39460.1",1,2144.66666666667,4582.75,44370,2.1368122474355,20.6885296860429,0.114773102299742,2.55467560513845e-05,482,"ribosomal protein L23AA","Encodes a 60S ribosomal protein L23aA (AtrpL23aA). Paralog of RLPL23aB.","ribosomal protein L23AA (RPL23AA)"
"AT1G54410.1",1,11810,118,1840.75,0.00999153259949196,0.15586367485182,0.915075175948355,0.893656675915222,483,"dehydrin family protein","","dehydrin family protein"
"AT5G11670.1",1,236977.666666667,55525.5,69785.75,0.234306889678774,0.294482391448983,0.955159864294594,0.950710280166146,484,"NADP-malic enzyme 2","The malic enzyme (EC 1.1.1.40) encoded by AtNADP-ME2 is presumably a cytosolic enzyme involved in malate metabolism and possibly assisting the oxidative pentose phosphate pathway. AtNADP-ME2 counts for the major part of NADP-ME activity in mature tissues of Arabidopsis.","NADP-malic enzyme 2 (NADP-ME2)"
"AT3G18490.1",1,48646.6666666667,177375.5,17446.5,3.64620049335343,0.358637111141565,0.0186704980857824,0.797225422783822,485,"Eukaryotic aspartyl protease family protein","","Eukaryotic aspartyl protease family protein"
"AT3G45780.1",1,32611,14454.5,4948.5,0.44324001103922,0.151743276808439,0.845455378545755,0.911960426964634,486,"phototropin 1","Blue-light photoreceptor. Contains a light activated serine-threonine kinase domain and LOV1 and LOV2 repeats. Mutants are defective in blue-light response. Mediates blue light-induced growth enhancements. PHOT1 and PHOT2 mediate blue light-dependent  activation of the plasma membrane H+-ATPase in guard cell protoplasts. PHOT1 undergoes blue-light-dependent autophosphorylation. At least eight phosphorylation sites have been identified in PHOT1. Phosphorylation of serine851 in the activation loop of PHOT1 appears to be required for stomatal opening, chloroplast accumulation, leaf flattening, and phototropism, and phosphorylation of serine849 may also contribute to the regulation of these responses. Phosphorylation-dependent binding of 14-3-3 proteins to the Hinge1 region of PHOT1 appears to require serine350 and serine376.","phototropin 1 (PHOT1)"
"AT2G24270.1",1,135164.666666667,35986.5,19626.25,0.266241917266347,0.145202518409644,0.927891893860571,0.942572961991914,487,"aldehyde dehydrogenase 11A3","Encodes a protein with non-phosphorylating NADP-dependent glyceraldehyde-3-phosphate dehydrogenase activity. The activity of the enzyme was determined from leaf extracts; the enzyme has not been purified to confirm activity.","aldehyde dehydrogenase 11A3 (ALDH11A3)"
"AT5G42790.1",1,105085,870.25,17.5,0.00828139125469858,0.000166531855164867,0.999695411750797,0.999568019156332,488,"proteasome alpha subunit F1","encodes a protein with extensive homology to the largest subunit of the multicatalytic proteinase complex (proteasome). Negatively regulates thiol biosynthesis and arsenic tolerance.","proteasome alpha subunit F1 (PAF1)"
"AT4G24820.1",1,111217,13295.25,3488.75,0.119543325211074,0.0313688554807269,0.942168209959666,0.94942809835183,489,"26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain","","26S proteasome, regulatory subunit Rpn7"
"AT1G70730.1",1,24515.3333333333,100377,7508.5,4.09445789029995,0.306277703750034,0.108581150793445,0.996421440647231,490,"Phosphoglucomutase/phosphomannomutase family protein","Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development.","Phosphoglucomutase/phosphomannomutase family protein"
"AT2G26670.1",1,384340.333333333,669344.75,164964.5,1.74154178458155,0.429214645700295,0.114614283476062,0.966298466642168,491,"Plant haem oxygenase (decyclizing) family protein","Encodes a plastid heme oxygenase necessary for phytochrome chromophore biosynthesis and for coupling the expression of some nuclear genes to the functional state of the chloroplast.","REVERSAL OF THE DET PHENOTYPE 4 (TED4)"
"AT5G16620.1",1,455.333333333333,16370.5,6016.75,35.9527818448023,13.2139458272328,0.0296653375173019,0.0247484667988799,492,"hydroxyproline-rich glycoprotein family protein","chloroplast protein import (Tic40)","TIC40"
"AT5G10450.1",1,242352,185087.5,64074.5,0.763713524130191,0.264386099557668,0.778390240418645,0.961759056882912,493,"G-box regulating factor 6","Encodes a member of the 14-3-3 gene family that is a lambda isoform (14-3-3&",""
"AT3G48730.1",1,193657,217086.75,84689.5,1.12098581512674,0.437317008938484,0.363881593020691,0.908337987497774,494,"glutamate-1-semialdehyde 2,1-aminomutase 2","","glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA2)"
"AT1G50200.1",1,176511.666666667,100043.5,132812.5,0.566781232590858,0.752429017911942,0.961378984201357,0.89442842525703,495,"Alanyl-tRNA synthetase","","Alanyl-tRNA synthetase (ALATS)"
"AT3G08740.1",1,22098,3913.5,2123,0.177097474884605,0.0960720427187981,0.914667601748709,0.925489641341915,496,"elongation factor P (EF-P) family protein","","elongation factor P (EF-P) family protein"
"AT1G06430.1",1,4457,1353.5,24624.25,0.303679605115549,5.52484855283823,0.963928153011465,0.00462821470187289,497,"FTSH protease 8","encodes a FtsH protease that is localized to the chloroplast","FTSH protease 8 (FTSH8)"
"AT5G53560.1",1,94683.6666666667,131996.75,377291,1.39408152057201,3.98475273806464,0.19912569586959,0.00191765481320955,498,"cytochrome B5 isoform E","Encodes a cytochrome b5 isoform that can be reduced by AtCBR, a cytochrome b5 reductase.","cytochrome B5 isoform E (CB5-E)"
"AT3G17390.1",1,53092,110,159.75,0.00207187523544037,0.00300892789874181,0.92014085547515,0.920025604162271,499,"S-adenosylmethionine synthetase family protein","S-adenosylmethionine synthetase","METHIONINE OVER-ACCUMULATOR 3 (MTO3)"
"ATCG00340.1",1,121983.666666667,2887.25,416.5,0.0236691524275108,0.00341439154422313,0.992840486958911,0.992966732499794,500,"Photosystem I, PsaA/PsaB protein","Encodes the D1 subunit of photosystem I  and II reaction centers.","PSAB"
"AT2G30870.1",1,56391.6666666667,27957,17073.25,0.49576474065317,0.302761932909709,0.997296509122165,0.999081131462428,501,"glutathione S-transferase PHI 10","early dehydration-induced gene ERD13 homologous to tobacco and maize glutathione S-transferases.  Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002)","glutathione S-transferase PHI 10 (GSTF10)"
"AT5G58290.1",1,63259.6666666667,3836.5,3124.25,0.0606468576607528,0.0493877088613598,0.918106212521705,0.919628040634993,502,"regulatory particle triple-A ATPase 3","26S proteasome AAA-ATPase subunit RPT3 (RPT3) mRNA,","regulatory particle triple-A ATPase 3 (RPT3)"
"AT1G37130.1",1,44953.6666666667,3553.25,3943.5,0.0790424956065875,0.0877236562089855,0.902367897560571,0.900948911603296,503,"nitrate reductase 2","Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940.","nitrate reductase 2 (NIA2)"
"AT3G57530.1",1,2038.66666666667,10006,13428.25,4.90810987573578,6.58678057553957,0.000866217105728444,0.0140355923936108,504,"calcium-dependent protein kinase 32","Calcium-dependent Protein Kinase. ABA signaling component that regulates the ABA-responsive gene expression via ABF4. AtCPK32 has autophosphorylation activity and can phosphorylate ABF4 in vitro","calcium-dependent protein kinase 32 (CPK32)"
"AT1G11910.1",1,98919.6666666667,21096.75,15631.75,0.213271543575764,0.15802469343811,0.943705118334975,0.949413979640691,505,"aspartic proteinase A1","Encodes an aspartic proteinase that forms a heterodimer and is stable over a broad pH range (ph 3-8).","aspartic proteinase A1 (APA1)"
"AT1G01790.1",1,61911,1300.5,406.5,0.0210059601686292,0.00656587682318166,0.950029594669813,0.951191847482879,506,"K+ efflux antiporter 1","K efflux antiporter KEA1","K+ efflux antiporter 1 (KEA1)"
"AT1G65960.1",1,121174.333333333,1762.75,559,0.0145472225966445,0.00461318816140932,0.983411040966417,0.983724095912955,507,"glutamate decarboxylase 2","glutamate decarboxylase (GAD2)","glutamate decarboxylase 2 (GAD2)"
"AT2G40490.1",1,4095,16058.5,35610.75,3.92148962148962,8.69615384615385,0.0778716601949843,0.0159288526661529,508,"Uroporphyrinogen decarboxylase","","HEME2"
"AT2G29700.1",1,3809.66666666667,20871.75,5872.25,5.47862892641526,1.54140782220667,0.0149992515684635,0.21413689469138,509,"pleckstrin homologue 1","Encodes a protein containing one PH (pleckstrin homology) domain with a short N-terminal extension","pleckstrin homologue 1 (PH1)"
"AT3G48420.1",1,185.333333333333,17859.5,9915,96.3642086330935,53.4982014388489,0.127361325883126,0.00588667025362766,510,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"AT4G14030.1",1,58468,33082,12101.25,0.565813778477116,0.206972189915851,0.941589551190686,0.999692746410974,511,"selenium-binding protein 1","","selenium-binding protein 1 (SBP1)"
"AT2G28605.1",1,8170,10242,22058.5,1.25361077111383,2.6999388004896,0.217314410900988,0.0184190245038795,512,"Photosystem II reaction center PsbP family protein","Encodes a PsbP domain-OEC23 like protein localized in thylakoid (peripheral-lumenal side).","Photosystem II reaction center PsbP family protein"
"AT3G25770.1",1,20818,147617,23034,7.09083485445288,1.10644634450956,0.0522232191515289,0.414076516278723,513,"allene oxide cyclase 2","Encodes allene oxide cyclase.  One of four genes in Arabidopsis that encode this enzyme, which catalyzes an essential step in jasmonic acid biosynthesis. Gene expression is induced during senescence, a process that involves jasmonic acid signalling pathway. Note: Nomenclature for Arabidopsis allene oxide cyclase 2 (AOC2, AT3G25770) gene is based on Stenzel et al. 2003 Plant Molecular Biology 51:895-911. AOC2 (AT3G25770) is also referred to as AOC3 in He et al. 2002 Plant Physiology, 128:876-884.","allene oxide cyclase 2 (AOC2)"
"AT1G52000.1",1,72807,56400.25,1336,0.774654222808246,0.0183498839397311,0.744513323505362,0.991851226540677,514,"Mannose-binding lectin superfamily protein","","Mannose-binding lectin superfamily protein"
"AT5G22650.1",1,163265.333333333,26143.75,1146,0.160130442061593,0.00701924883012519,0.996206874270603,0.994954077160849,515,"histone deacetylase 2B","Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.","histone deacetylase 2B (HD2B)"
"AT3G02230.1",1,92593,24450.5,40770.75,0.264064238117352,0.440322162582485,0.954411715945534,0.923189159506072,516,"reversibly glycosylated polypeptide 1","reversibly glycosylated polypeptide possibly involved in plant cell wall synthesis","reversibly glycosylated polypeptide 1 (RGP1)"
"AT3G14310.1",1,4950.33333333333,7642,193.25,1.543734428658,0.039037775233991,0.25128916323988,0.961696902609412,517,"pectin methylesterase 3","encodes a pectin methylesterase, targeted by a cellulose binding protein (CBP) from the parasitic nematode Heterodera schachtii during parasitism.","pectin methylesterase 3 (PME3)"
"AT1G52400.1",1,166369,6615,928.25,0.0397610131695208,0.0055794649243549,0.949726478954157,0.952542222496401,518,"beta glucosidase 18","encodes a member of glycosyl hydrolase family 1, located in inducible ER bodies which were formed after wounding, required in inducible ER body formation","beta glucosidase 18 (BGLU18)"
"ATCG00770.1",1,186334.666666667,39280.75,42103,0.210807525527545,0.225953660438924,0.903693524452903,0.900814210476846,519,"ribosomal protein S8","chloroplast 30S ribosomal protein S8","ribosomal protein S8 (RPS8)"
"AT5G56030.1",1,9381.66666666667,38987,97673.5,4.15565819861432,10.4111032154912,0.0590683365550789,0.00244406215595164,520,"heat shock protein 81-2","A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Interacts with HsfA1d in the cytosol and the nucleus and negatively regulates HsfA1d. Did not bind to  AtHsfA4c.","heat shock protein 81-2 (HSP81-2)"
"AT5G56030.2",1,9381.66666666667,38987,97673.5,4.15565819861432,10.4111032154912,0.0590683365550789,0.00244406215595164,520,"heat shock protein 81-2","A member of heat shock protein 90 (HSP90) gene family. Expressed in all tissues and abundant in root apical meristem, pollen and tapetum. Expression is NOT heat-induced but induced by IAA and NaCl. Interacts with HsfA1d in the cytosol and the nucleus and negatively regulates HsfA1d. Did not bind to  AtHsfA4c.","heat shock protein 81-2 (HSP81-2)"
"AT1G26380.1",1,1145,6230,14275.25,5.4410480349345,12.4674672489083,0.0809999776964971,0.00484706862678211,521,"FAD-binding Berberine family protein","","FAD-binding Berberine family protein"
"AT1G05520.1",1,12523.3333333333,172.5,1702.75,0.0137742879957413,0.135966196433324,0.919351628373592,0.901846675128023,522,"Sec23/Sec24 protein transport family protein","","Sec23/Sec24 protein transport family protein"
"AT5G44650.1",1,2536,7162,38221.75,2.82413249211356,15.0716679810726,0.135121163141405,0.00184039357081867,523,"","Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage.","CHLOROPLAST PROTEIN-ENHANCING STRESS TOLERANCE (CEST)"
"AT5G36210.1",1,24744.3333333333,10243,4063.5,0.413953363059556,0.164219417240311,0.966333512692733,0.980020254051019,524,"alpha/beta-Hydrolases superfamily protein","","alpha/beta-Hydrolases superfamily protein"
"AT2G36530.1",1,291522,306283.25,89118.75,1.05063511501705,0.305701628007492,0.445073505663921,0.999349602929503,525,"Enolase","Involved in light-dependent cold tolerance and encodes an enolase. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","LOW EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 2 (LOS2)"
"AT3G06050.1",1,17214,3938.75,3615,0.228810851632392,0.21000348553503,0.897404464142944,0.900746577982634,526,"peroxiredoxin IIF","Encodes a mitochondrial matrix localized peroxiredoxin involved in redox homeostasis. Knockout mutants have reduced root growth under certain oxidative stress conditions.","peroxiredoxin IIF (PRXIIF)"
"AT2G44050.1",1,102027.666666667,53005.25,29096.75,0.5195183986043,0.285184900827553,0.892080705306147,0.940517192719662,527,"6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase","6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase [Arabidopsis thaliana]. Acts in the jasmonic acid signaling pathway.","COI1 SUPPRESSOR1 (COS1)"
"AT5G17910.1",1,52390,3983.75,665,0.0760402748616148,0.0126932620729147,0.972121839503208,0.97437484878767,528,"","","unknown protein"
"AT2G43750.1",1,131532.333333333,329754.75,132798.5,2.50702425512612,1.00962627693571,0.0427521812193411,0.485693487391059,529,"O-acetylserine (thiol) lyase B","Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasB, the key enzyme for fixation of inorganic sulfide. It catalyzes the formation of cysteine from O-acetylserine and inorganic sulfide.","O-acetylserine (thiol) lyase B (OASB)"
"AT1G76680.1",1,13572.3333333333,28210.25,36272,2.07851143257116,2.67249551784267,0.0228972691234731,0.0192442961303554,530,"12-oxophytodienoate reductase 1","Encodes a member of an alpha/beta barrel fold family of FMN-containing oxidoreductases.  One of the closely related 12-oxophytodienoic acid reductases. This enzyme is not expected to participate in jasmonic acid biosynthesis because during in vitro assays, it shows very little activity with the naturally occurring OPDA isomer.  Shows activity towards 2,4,6-trinitrotoluene.  Expressed predominately in root.  Up-regulated by senescence and jasmonic acid. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid. Predicted to be a cytosolic protein.","12-oxophytodienoate reductase 1 (OPR1)"
"AT4G31480.1",1,45444,440,673,0.00968224628113722,0.0148094357891031,0.938725445230969,0.938200879036066,531,"Coatomer, beta subunit","","Coatomer, beta subunit"
